,Course Code,Course Names,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
736,CS60065,,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
737,CS60073,,10,12,4,0,0,0,0,38.46,46.15,15.38,0,0,0,0,Autumn20,9.23
738,CS60075,,4,1,0,2,1,0,1,44.44,11.11,0,22.22,11.11,0,11.11,Spring20,8.11
739,CS60075,,1,1,6,5,5,0,0,5.56,5.56,33.33,27.78,27.78,0,0,Autumn19,7.33
740,CS60075,,26,35,16,10,6,1,1,27.37,36.84,16.84,10.53,6.32,1.05,1.05,Autumn20,8.61
741,CS60075,,13,27,24,20,1,1,0,15.12,31.4,27.91,23.26,1.16,1.16,0,Spring21,8.33
742,CS60077,,10,7,3,0,0,0,0,50,35,15,0,0,0,0,Autumn20,9.35
743,CS60077,,0,1,0,1,0,1,0,0,33.33,0,33.33,0,33.33,0,Autumn19,7
744,CS60078,,11,5,2,0,0,0,0,61.11,27.78,11.11,0,0,0,0,Spring21,9.5
745,CS60078,,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring20,10
746,CS60081,,4,4,3,2,0,0,0,30.77,30.77,23.08,15.38,0,0,0,Autumn20,8.77
747,CS60081,,0,0,0,0,1,0,0,0,0,0,0,100,0,0,Autumn19,6
748,CS60083,,2,3,1,0,1,0,0,28.57,42.86,14.29,0,14.29,0,0,Autumn20,8.71
749,CS60086,,0,1,2,1,0,0,0,0,25,50,25,0,0,0,Spring21,8
750,CS60088,,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
751,CS60092,,0,4,3,0,1,0,0,0,50,37.5,0,12.5,0,0,Autumn19,8.25
752,CS60092,,37,14,5,2,1,4,0,58.73,22.22,7.94,3.17,1.59,6.35,0,Autumn20,9.14
753,CS60092,,4,2,6,2,2,0,0,25,12.5,37.5,12.5,12.5,0,0,Spring20,8.25
754,CS60094,,4,4,8,6,4,1,0,14.81,14.81,29.63,22.22,14.81,3.7,0,Spring21,7.81
755,CS60094,,1,5,6,4,1,0,0,5.88,29.41,35.29,23.53,5.88,0,0,Spring20,8.06
756,CS60113,,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn20,10
757,CS60118,,14,15,3,0,3,0,0,40,42.86,8.57,0,8.57,0,0,Spring21,9.06
758,CS61061,,0,0,2,1,0,0,0,0,0,66.67,33.33,0,0,0,Autumn19,7.67
759,CS61061,,30,33,2,3,0,1,0,43.48,47.83,2.9,4.35,0,1.45,0,Autumn20,9.26
760,CS61062,,1,1,0,0,0,0,0,50,50,0,0,0,0,0,Spring19,9.5
761,CS61063,,5,14,6,1,0,0,1,18.52,51.85,22.22,3.7,0,0,3.7,Autumn20,8.7
762,CS61064,,0,4,5,2,0,0,0,0,36.36,45.45,18.18,0,0,0,Spring20,8.18
763,CS61064,,13,28,10,4,0,0,0,23.64,50.91,18.18,7.27,0,0,0,Spring21,8.91
764,CS61064,,0,0,3,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
765,CS61066,,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
766,CS66006,,0,2,1,0,0,0,0,0,66.67,33.33,0,0,0,0,Autumn18,8.67
767,CS66007,,2,1,6,0,0,0,0,22.22,11.11,66.67,0,0,0,0,Autumn19,8.56
768,CS66008,,1,1,3,1,0,0,0,16.67,16.67,50,16.67,0,0,0,Autumn19,8.33
769,CS66009,,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Autumn19,7
770,CY11001,CHEMISTRY,58,136,156,98,54,64,2,10.21,23.94,27.46,17.25,9.51,11.27,0.35,Autumn17,7.73
771,CY11001,CHEMISTRY,66,106,128,115,100,96,2,10.77,17.29,20.88,18.76,16.31,15.66,0.33,Spring18,7.39
772,CY11001,CHEMISTRY,62,191,155,92,71,70,1,9.66,29.75,24.14,14.33,11.06,10.9,0.16,Autumn18,7.79
773,CY11001,CHEMISTRY,59,152,160,118,88,94,0,8.79,22.65,23.85,17.59,13.11,14.01,0,Spring19,7.54
774,CY11001,CHEMISTRY,115,186,189,96,74,62,0,15.93,25.76,26.18,13.3,10.25,8.59,0,Autumn19,7.98
775,CY11001,CHEMISTRY,125,198,200,101,76,47,1,16.71,26.47,26.74,13.5,10.16,6.28,0.13,Spring20,8.07
776,CY11003,CHEMISTRY,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
777,CY19001,CHEMISTRY LAB.,122,346,90,8,2,0,0,21.48,60.92,15.85,1.41,0.35,0,0,Autumn17,9.02
778,CY19001,CHEMISTRY LAB.,126,334,131,16,4,2,0,20.55,54.49,21.37,2.61,0.65,0.33,0,Spring18,8.91
779,CY19001,CHEMISTRY LAB.,150,373,104,8,4,3,0,23.36,58.1,16.2,1.25,0.62,0.47,0,Autumn18,9.01
780,CY19001,CHEMISTRY LAB.,272,327,59,7,3,3,0,40.54,48.73,8.79,1.04,0.45,0.45,0,Spring19,9.27
781,CY19001,CHEMISTRY LAB.,157,376,155,30,3,1,0,21.75,52.08,21.47,4.16,0.42,0.14,0,Autumn19,8.9
782,CY19001,CHEMISTRY LAB.,269,372,87,15,2,1,2,35.96,49.73,11.63,2.01,0.27,0.13,0.27,Spring20,9.18
783,CY19003,CHEMISTRY LABORATORY,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
784,CY20101,PHYSICAL CHEMISTRY I,2,2,8,5,2,1,0,10,10,40,25,10,5,0,Autumn18,7.7
785,CY20101,PHYSICAL CHEMISTRY I,4,3,5,5,4,0,0,19.05,14.29,23.81,23.81,19.05,0,0,Autumn19,7.9
786,CY20101,PHYSICAL CHEMISTRY I,3,7,11,2,1,0,0,12.5,29.17,45.83,8.33,4.17,0,0,Autumn20,8.38
787,CY20102,PHYSICAL CHEMISTRY II,0,4,7,5,1,3,0,0,20,35,25,5,15,0,Spring19,7.4
788,CY20102,PHYSICAL CHEMISTRY II,7,7,4,1,2,0,0,33.33,33.33,19.05,4.76,9.52,0,0,Spring20,8.76
789,CY20102,PHYSICAL CHEMISTRY II,6,8,3,4,2,1,0,25,33.33,12.5,16.67,8.33,4.17,0,Spring21,8.38
790,CY20103,ORGANIC CHEMISTRY I,2,5,8,3,1,1,0,10,25,40,15,5,5,0,Autumn18,8.05
791,CY20103,ORGANIC CHEMISTRY I,6,2,6,5,0,2,0,28.57,9.52,28.57,23.81,0,9.52,0,Autumn19,8.14
792,CY20103,ORGANIC CHEMISTRY I,7,8,6,3,0,0,0,29.17,33.33,25,12.5,0,0,0,Autumn20,8.79
793,CY20105,INORGANIC CHEMISTRY I,7,6,4,1,1,1,0,35,30,20,5,5,5,0,Autumn18,8.7
794,CY20105,INORGANIC CHEMISTRY I,7,10,3,1,0,0,0,33.33,47.62,14.29,4.76,0,0,0,Autumn19,9.1
795,CY20105,INORGANIC CHEMISTRY I,5,14,2,0,3,0,0,20.83,58.33,8.33,0,12.5,0,0,Autumn20,8.75
796,CY20106,INORGANIC CHEMISTRY II,1,3,2,6,4,4,0,5,15,10,30,20,20,0,Spring19,6.95
797,CY20106,INORGANIC CHEMISTRY II,3,1,5,6,2,4,0,14.29,4.76,23.81,28.57,9.52,19.05,0,Spring20,7.29
798,CY20106,INORGANIC CHEMISTRY II,3,8,7,4,1,1,0,12.5,33.33,29.17,16.67,4.17,4.17,0,Spring21,8.21
799,CY21006,ORGANIC CHEMISTRY II,4,1,7,3,2,3,0,20,5,35,15,10,15,0,Spring19,7.65
800,CY21006,ORGANIC CHEMISTRY II,3,3,4,3,4,4,0,14.29,14.29,19.05,14.29,19.05,19.05,0,Spring20,7.33
801,CY21006,ORGANIC CHEMISTRY II,6,7,4,6,1,0,0,25,29.17,16.67,25,4.17,0,0,Spring21,8.46
802,CY29001,PHYSICAL CHEMISTRY LABORATORY I,0,4,8,6,1,0,0,0,21.05,42.11,31.58,5.26,0,0,Autumn18,7.79
803,CY29001,PHYSICAL CHEMISTRY LABORATORY I,5,7,3,3,3,0,0,23.81,33.33,14.29,14.29,14.29,0,0,Autumn19,8.38
804,CY29001,PHYSICAL CHEMISTRY LABORATORY I,8,7,5,2,2,0,0,33.33,29.17,20.83,8.33,8.33,0,0,Autumn20,8.71
805,CY29002,INORGANIC CHEMISTRY LABORATORY I,7,6,6,0,0,0,0,36.84,31.58,31.58,0,0,0,0,Spring19,9.05
806,CY29002,INORGANIC CHEMISTRY LABORATORY I,4,8,9,0,0,0,0,19.05,38.1,42.86,0,0,0,0,Spring20,8.76
807,CY29002,INORGANIC CHEMISTRY LABORATORY I,6,14,3,1,0,0,0,25,58.33,12.5,4.17,0,0,0,Spring21,9.04
808,CY29004,ORGANIC CHEMISTRY LABORATORY I,0,16,4,0,0,0,0,0,80,20,0,0,0,0,Spring19,8.8
809,CY29004,ORGANIC CHEMISTRY LABORATORY I,0,21,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
810,CY29004,ORGANIC CHEMISTRY LABORATORY I,8,16,0,0,0,0,0,33.33,66.67,0,0,0,0,0,Spring21,9.33
811,CY31003,ORGANIC CHEMISTRY III,3,4,2,5,4,1,0,15.79,21.05,10.53,26.32,21.05,5.26,0,Autumn19,7.68
812,CY31003,ORGANIC CHEMISTRY III,1,2,11,7,0,0,0,4.76,9.52,52.38,33.33,0,0,0,Autumn20,7.86
813,CY31007,INORGANIC CHEMISTRY III,0,2,6,7,3,1,0,0,10.53,31.58,36.84,15.79,5.26,0,Autumn19,7.26
814,CY31007,INORGANIC CHEMISTRY III,9,6,4,1,1,0,0,42.86,28.57,19.05,4.76,4.76,0,0,Autumn20,9
815,CY31010,STRATEGIES & METHODS IN ORGANIC SYNTHESIS,0,4,7,7,1,0,0,0,21.05,36.84,36.84,5.26,0,0,Spring20,7.74
816,CY31010,STRATEGIES & METHODS IN ORGANIC SYNTHESIS,3,17,1,0,0,0,0,14.29,80.95,4.76,0,0,0,0,Spring21,9.1
817,CY38002,VIVA,1,9,4,3,2,0,0,5.26,47.37,21.05,15.79,10.53,0,0,Spring20,8.21
818,CY38002,VIVA,1,5,9,4,2,0,0,4.76,23.81,42.86,19.05,9.52,0,0,Spring21,7.95
819,CY39001,PHYSICAL CHEMISTRY LABORATORY II,0,11,5,3,0,0,0,0,57.89,26.32,15.79,0,0,0,Autumn19,8.42
820,CY39001,PHYSICAL CHEMISTRY LABORATORY II,18,3,0,0,0,0,0,85.71,14.29,0,0,0,0,0,Autumn20,9.86
821,CY39003,ORGANIC CHEMISTRY LABORATORY II,5,12,1,0,0,0,0,27.78,66.67,5.56,0,0,0,0,Autumn19,9.22
822,CY39003,ORGANIC CHEMISTRY LABORATORY II,7,8,4,2,0,0,0,33.33,38.1,19.05,9.52,0,0,0,Autumn20,8.95
823,CY39004,INORGANIC CHEMISTRY LABORATORY II,1,10,5,2,0,0,0,5.56,55.56,27.78,11.11,0,0,0,Spring20,8.56
824,CY39004,INORGANIC CHEMISTRY LABORATORY II,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
825,CY41005,"INORGANIC CHEMISTRY: PRINCIPLE,STRUCTURE & REACTIVITY",2,8,3,0,3,1,0,11.76,47.06,17.65,0,17.65,5.88,0,Autumn20,8.18
826,CY41007,GROUP THEORY FOR CHEMISTS,0,1,3,9,2,1,0,0,6.25,18.75,56.25,12.5,6.25,0,Autumn20,7.06
827,CY41009,INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,0,5,4,5,2,3,0,0,26.32,21.05,26.32,10.53,15.79,0,Autumn19,7.32
828,CY41009,INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,5,13,3,0,0,0,0,23.81,61.9,14.29,0,0,0,0,Autumn20,9.1
829,CY41011,PRINCIPLES OF ORGANIC SYNTHESIS,0,0,3,5,6,4,0,0,0,16.67,27.78,33.33,22.22,0,Autumn20,6.39
830,CY41012,MOLECULAR THERMODYNAMICS & KINETICS,4,4,3,5,2,1,0,21.05,21.05,15.79,26.32,10.53,5.26,0,Spring20,8
831,CY41012,MOLECULAR THERMODYNAMICS & KINETICS,1,1,7,8,3,1,0,4.76,4.76,33.33,38.1,14.29,4.76,0,Spring21,7.33
832,CY41014,PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY,0,0,1,5,10,1,0,0,0,5.88,29.41,58.82,5.88,0,Spring21,6.35
833,CY41016,ANALYTICAL & ENVIRONMENTAL CHEMISTRY,0,2,5,9,2,1,0,0,10.53,26.32,47.37,10.53,5.26,0,Spring20,7.26
834,CY41016,ANALYTICAL & ENVIRONMENTAL CHEMISTRY,1,5,7,5,3,0,0,4.76,23.81,33.33,23.81,14.29,0,0,Spring21,7.81
835,CY41018,STRUCTURES & FUNCTION OF BIOMOLECULES,0,3,6,6,3,0,0,0,16.67,33.33,33.33,16.67,0,0,Spring21,7.5
836,CY49001,ADVANCED INORGANIC CHEMISTRY LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
837,CY50033,SOLID STATE CHEMISTRY,1,8,6,2,0,1,0,5.56,44.44,33.33,11.11,0,5.56,0,Spring21,8.28
838,CY60005,,0,3,2,0,0,0,0,0,60,40,0,0,0,0,Autumn20,8.6
839,CY60101,,0,5,8,2,1,2,0,0,27.78,44.44,11.11,5.56,11.11,0,Autumn20,7.72
840,CY61038,,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
841,CY61044,,0,5,4,2,3,4,0,0,27.78,22.22,11.11,16.67,22.22,0,Spring21,7.17
842,CY69101,,0,13,5,0,0,0,0,0,72.22,27.78,0,0,0,0,Autumn20,8.72
843,DY17003,DIY PROJECT,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
844,EA10001,EXTRA ACADEMIC ACTIVITY I,1,10,11,4,4,6,2,2.63,26.32,28.95,10.53,10.53,15.79,5.26,Autumn17,7.32
845,EA10001,EXTRA ACADEMIC ACTIVITY I,116,440,322,169,184,111,5,8.61,32.67,23.9,12.55,13.66,8.24,0.37,Autumn18,7.84
846,EA10001,EXTRA ACADEMIC ACTIVITY I,126,451,359,350,123,79,24,8.33,29.83,23.74,23.15,8.13,5.22,1.59,Autumn19,7.85
847,EA10002,EXTRA ACADEMIC ACTIVITY II,3,13,12,11,8,11,2,5,21.67,20,18.33,13.33,18.33,3.33,Spring18,7.18
848,EA10002,EXTRA ACADEMIC ACTIVITY II,123,375,360,226,167,82,5,9.19,28.03,26.91,16.89,12.48,6.13,0.37,Spring19,7.85
849,EA10002,EXTRA ACADEMIC ACTIVITY II,154,500,588,163,32,47,14,10.28,33.38,39.25,10.88,2.14,3.14,0.93,Spring20,8.26
850,EA10003,EXTRA ACADEMIC ACTIVITY III,84,302,264,219,183,116,1,7.19,25.83,22.58,18.73,15.65,9.92,0.09,Autumn18,7.6
851,EA10003,EXTRA ACADEMIC ACTIVITY III,117,261,425,296,137,60,8,8.97,20.02,32.59,22.7,10.51,4.6,0.61,Autumn19,7.78
852,EA10003,EXTRA ACADEMIC ACTIVITY III,74,683,597,51,8,9,5,5.19,47.86,41.84,3.57,0.56,0.63,0.35,Autumn20,8.5
853,EA10004,EXTRA ACADEMIC ACTIVITY IV,117,262,294,186,173,134,3,10.01,22.41,25.15,15.91,14.8,11.46,0.26,Spring19,7.62
854,EA10004,EXTRA ACADEMIC ACTIVITY IV,98,393,486,211,46,60,8,7.53,30.18,37.33,16.21,3.53,4.61,0.61,Spring20,8.06
855,EA10004,EXTRA ACADEMIC ACTIVITY IV,208,703,373,92,16,10,15,14.68,49.61,26.32,6.49,1.13,0.71,1.06,Spring21,8.64
856,EA10005,INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn17,#DIV/0!
857,EA10005,INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn18,#DIV/0!
858,EA10005,INDUCTION PROGRAM,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn19,#DIV/0!
859,EA10007,EXTRA ACADEMIC ACTIVITY I,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
860,EA10008,EXTRA ACADEMIC ACTIVITY II,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
861,EC21004,SIGNALS AND SYSTEMS,3,19,31,26,10,19,0,2.78,17.59,28.7,24.07,9.26,17.59,0,Spring19,7.28
862,EC21004,SIGNALS AND SYSTEMS,37,28,27,17,11,6,0,29.37,22.22,21.43,13.49,8.73,4.76,0,Spring20,8.36
863,EC21004,SIGNALS AND SYSTEMS,15,53,44,19,5,1,0,10.95,38.69,32.12,13.87,3.65,0.73,0,Spring21,8.37
864,EC21005,NETWORK THEORY,30,22,27,17,9,3,0,27.78,20.37,25,15.74,8.33,2.78,0,Autumn18,8.35
865,EC21005,NETWORK THEORY,19,43,50,22,5,0,1,13.57,30.71,35.71,15.71,3.57,0,0.71,Autumn20,8.32
866,EC21005,NETWORK THEORY,13,30,24,34,19,6,0,10.32,23.81,19.05,26.98,15.08,4.76,0,Autumn19,7.73
867,EC21006,ELECTROMAGNETIC ENGINEERING,23,16,27,31,6,5,0,21.3,14.81,25,28.7,5.56,4.63,0,Spring19,8.04
868,EC21006,ELECTROMAGNETIC ENGINEERING,30,25,36,25,8,4,0,23.44,19.53,28.13,19.53,6.25,3.13,0,Spring20,8.25
869,EC21006,ELECTROMAGNETIC ENGINEERING,42,35,50,11,2,2,0,29.58,24.65,35.21,7.75,1.41,1.41,0,Spring21,8.69
870,EC21008,ANALOG ELECTRONIC CIRCUITS,42,58,57,32,18,12,0,19.18,26.48,26.03,14.61,8.22,5.48,0,Spring19,8.17
871,EC21008,ANALOG ELECTRONIC CIRCUITS,43,61,69,45,17,19,1,16.86,23.92,27.06,17.65,6.67,7.45,0.39,Spring20,8.03
872,EC21008,ANALOG ELECTRONIC CIRCUITS,51,92,70,34,19,12,2,18.21,32.86,25,12.14,6.79,4.29,0.71,Spring21,8.28
873,EC21101,BASIC ELECTRONICS,17,31,50,39,41,18,0,8.67,15.82,25.51,19.9,20.92,9.18,0,Autumn18,7.44
874,EC21101,BASIC ELECTRONICS,64,87,130,134,111,84,0,10.49,14.26,21.31,21.97,18.2,13.77,0,Spring19,7.36
875,EC21101,BASIC ELECTRONICS,67,101,41,11,3,1,0,29.91,45.09,18.3,4.91,1.34,0.45,0,Autumn19,8.96
876,EC21101,BASIC ELECTRONICS,89,126,175,155,92,24,1,13.44,19.03,26.44,23.41,13.9,3.63,0.15,Spring20,7.83
877,EC21101,BASIC ELECTRONICS,76,126,37,9,0,1,0,30.52,50.6,14.86,3.61,0,0.4,0,Autumn20,9.07
878,EC21101,BASIC ELECTRONICS,145,235,214,94,59,6,0,19.26,31.21,28.42,12.48,7.84,0.8,0,Spring21,8.39
879,EC21103,INTRODUCTION TO ELECTRONICS,56,124,91,41,8,2,0,17.39,38.51,28.26,12.73,2.48,0.62,0,Autumn18,8.54
880,EC21103,INTRODUCTION TO ELECTRONICS,46,84,105,68,41,31,0,12.27,22.4,28,18.13,10.93,8.27,0,Autumn19,7.82
881,EC21103,INTRODUCTION TO ELECTRONICS,108,144,101,33,17,3,3,26.41,35.21,24.69,8.07,4.16,0.73,0.73,Autumn20,8.67
882,EC21107,SEMICONDUCTOR DEVICES,8,22,19,32,22,13,0,6.9,18.97,16.38,27.59,18.97,11.21,0,Autumn18,7.34
883,EC21107,SEMICONDUCTOR DEVICES,8,12,30,27,36,23,0,5.88,8.82,22.06,19.85,26.47,16.91,0,Autumn19,6.97
884,EC21107,SEMICONDUCTOR DEVICES,9,87,42,5,0,2,0,6.21,60,28.97,3.45,0,1.38,0,Autumn20,8.65
885,EC29001,BASIC ELECTRONICS LAB.,30,61,65,30,9,1,0,15.31,31.12,33.16,15.31,4.59,0.51,0,Autumn18,8.36
886,EC29001,BASIC ELECTRONICS LAB.,110,248,146,73,22,11,0,18.03,40.66,23.93,11.97,3.61,1.8,0,Spring19,8.52
887,EC29001,BASIC ELECTRONICS LAB.,54,92,36,22,13,7,0,24.11,41.07,16.07,9.82,5.8,3.13,0,Autumn19,8.58
888,EC29001,BASIC ELECTRONICS LAB.,503,124,23,1,4,2,3,76.21,18.79,3.48,0.15,0.61,0.3,0.45,Spring20,9.67
889,EC29001,BASIC ELECTRONICS LAB.,111,116,18,1,2,0,1,44.58,46.59,7.23,0.4,0.8,0,0.4,Autumn20,9.32
890,EC29001,BASIC ELECTRONICS LAB.,180,399,139,24,2,1,7,23.94,53.06,18.48,3.19,0.27,0.13,0.93,Spring21,8.93
891,EC29003,INTRODUCTION TO ELECTRONICS LAB.,57,154,87,14,8,1,1,17.7,47.83,27.02,4.35,2.48,0.31,0.31,Autumn18,8.72
892,EC29003,INTRODUCTION TO ELECTRONICS LAB.,79,152,104,24,14,2,0,21.07,40.53,27.73,6.4,3.73,0.53,0,Autumn19,8.67
893,EC29003,INTRODUCTION TO ELECTRONICS LAB.,153,178,46,21,4,2,5,37.41,43.52,11.25,5.13,0.98,0.49,1.22,Autumn20,9.05
894,EC29004,DEVICES LABORATORY,14,64,21,7,2,0,0,12.96,59.26,19.44,6.48,1.85,0,0,Spring19,8.75
895,EC29004,DEVICES LABORATORY,24,80,20,2,0,0,0,19.05,63.49,15.87,1.59,0,0,0,Spring20,9
896,EC29004,DEVICES LABORATORY,35,76,22,2,1,1,1,25.36,55.07,15.94,1.45,0.72,0.72,0.72,Spring21,8.98
897,EC29005,NETWORK THEORY LAB.,36,20,37,12,3,0,0,33.33,18.52,34.26,11.11,2.78,0,0,Autumn18,8.69
898,EC29005,NETWORK THEORY LAB.,29,51,37,3,0,0,0,24.17,42.5,30.83,2.5,0,0,0,Autumn19,8.88
899,EC29005,NETWORK THEORY LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
900,EC29008,ANALOG  CIRCUITS LAB.,66,106,33,10,1,1,1,30.28,48.62,15.14,4.59,0.46,0.46,0.46,Spring19,9
901,EC29008,ANALOG  CIRCUITS LAB.,74,115,40,14,6,5,1,29.02,45.1,15.69,5.49,2.35,1.96,0.39,Spring20,8.85
902,EC29008,ANALOG  CIRCUITS LAB.,88,99,44,18,23,6,2,31.43,35.36,15.71,6.43,8.21,2.14,0.71,Spring21,8.66
903,EC31001,ANALOG COMMUNICATION,39,34,21,15,10,8,0,30.71,26.77,16.54,11.81,7.87,6.3,0,Autumn19,8.42
904,EC31001,ANALOG COMMUNICATION,30,41,66,3,2,0,1,20.98,28.67,46.15,2.1,1.4,0,0.7,Autumn20,8.63
905,EC31002,DIGITAL COMMUNICATION,36,20,37,9,5,4,0,32.43,18.02,33.33,8.11,4.5,3.6,0,Spring20,8.55
906,EC31002,DIGITAL COMMUNICATION,7,15,40,40,17,4,0,5.69,12.2,32.52,32.52,13.82,3.25,0,Spring21,7.54
907,EC31003,DIGITAL ELECTRONIC CIRCUITS,21,34,49,42,49,19,3,9.68,15.67,22.58,19.35,22.58,8.76,1.38,Autumn19,7.39
908,EC31003,DIGITAL ELECTRONIC CIRCUITS,42,102,61,19,14,5,1,17.21,41.8,25,7.79,5.74,2.05,0.41,Autumn20,8.49
909,EC31004,VLSI ENGG.,14,22,34,23,8,6,0,13.08,20.56,31.78,21.5,7.48,5.61,0,Spring20,7.93
910,EC31004,VLSI ENGG.,28,53,29,4,4,3,0,23.14,43.8,23.97,3.31,3.31,2.48,0,Spring21,8.73
911,EC31005,RF & MICROWAVE ENGINEERING,13,16,26,17,23,13,0,12.04,14.81,24.07,15.74,21.3,12.04,0,Autumn19,7.44
912,EC31005,RF & MICROWAVE ENGINEERING,25,43,39,9,2,4,1,20.33,34.96,31.71,7.32,1.63,3.25,0.81,Autumn20,8.52
913,EC31006,MICROCONTROLLER & EMBEDDED SYSTEMS,39,51,12,5,0,0,0,36.45,47.66,11.21,4.67,0,0,0,Spring20,9.16
914,EC31006,MICROCONTROLLER & EMBEDDED SYSTEMS,35,63,19,3,2,1,0,28.46,51.22,15.45,2.44,1.63,0.81,0,Spring21,9
915,EC31008,DIGITAL SIGNAL PROCESSING,13,20,23,19,23,10,0,12.04,18.52,21.3,17.59,21.3,9.26,0,Spring20,7.55
916,EC31008,DIGITAL SIGNAL PROCESSING,22,52,33,11,3,3,0,17.74,41.94,26.61,8.87,2.42,2.42,0,Spring21,8.56
917,EC39001,ANALOG COMMUNICATIONS LAB.,24,36,38,4,3,0,0,22.86,34.29,36.19,3.81,2.86,0,0,Autumn19,8.7
918,EC39001,ANALOG COMMUNICATIONS LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
919,EC39002,DIGITAL COMMUNICATION LABORATORY,35,52,14,4,0,0,0,33.33,49.52,13.33,3.81,0,0,0,Spring20,9.12
920,EC39002,DIGITAL COMMUNICATION LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
921,EC39003,DIGITAL ELECTRONIC CIRCUITS LAB.,66,67,49,18,15,1,2,30.28,30.73,22.48,8.26,6.88,0.46,0.92,Autumn19,8.64
922,EC39003,DIGITAL ELECTRONIC CIRCUITS LAB.,119,75,33,12,5,1,1,48.37,30.49,13.41,4.88,2.03,0.41,0.41,Autumn20,9.15
923,EC39004,VLSI LABORATORY,72,22,9,3,0,1,0,67.29,20.56,8.41,2.8,0,0.93,0,Spring20,9.5
924,EC39004,VLSI LABORATORY,39,52,26,2,3,0,0,31.97,42.62,21.31,1.64,2.46,0,0,Spring21,9
925,EC39005,MICROWAVE LABORATORY,15,37,39,10,6,1,0,13.89,34.26,36.11,9.26,5.56,0.93,0,Autumn19,8.39
926,EC39005,MICROWAVE LABORATORY,25,45,39,7,3,2,2,20.33,36.59,31.71,5.69,2.44,1.63,1.63,Autumn20,8.55
927,EC39006,DSP LABORATORY,35,36,21,11,3,1,1,32.41,33.33,19.44,10.19,2.78,0.93,0.93,Spring20,8.76
928,EC39006,DSP LABORATORY,51,54,14,3,0,1,1,41.13,43.55,11.29,2.42,0,0.81,0.81,Spring21,9.18
929,EC47007,PROJECT I,35,27,14,0,0,1,3,43.75,33.75,17.5,0,0,1.25,3.75,Autumn20,9.03
930,EC48001,INDUSTRIAL TRAINING,16,24,8,0,0,0,0,33.33,50,16.67,0,0,0,0,Autumn20,9.17
931,EC49001,MICROCONTROLLER SYSTEMS LABORATORY,21,56,26,2,0,0,1,19.81,52.83,24.53,1.89,0,0,0.94,Autumn20,8.87
932,EC60002,,2,2,0,0,1,0,0,40,40,0,0,20,0,0,Spring21,8.8
933,EC60004,,0,7,2,0,0,0,0,0,77.78,22.22,0,0,0,0,Spring20,8.78
934,EC60004,,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring19,8
935,EC60004,,0,0,2,0,0,1,0,0,0,66.67,0,0,33.33,0,Spring21,7
936,EC60006,,0,1,4,0,0,0,0,0,20,80,0,0,0,0,Spring21,8.2
937,EC60007,,0,4,13,4,0,0,0,0,19.05,61.9,19.05,0,0,0,Autumn20,8
